ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
8279,110000,2,2,1,34,0,0,2,2,2,2,43780,48076,48989,47900,52123,51131,5000,2000,0,5000,0,5000,0
2836,50000,1,1,1,27,2,2,2,2,0,0,43333,46308,47250,46192,46997,48221,4000,2000,0,1700,2000,3600,1
14,70000,1,2,2,30,1,2,2,0,0,2,65802,67369,65701,66782,36137,36894,3200,0,3000,3000,1500,0,1
7320,500000,1,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
19347,20000,2,3,1,31,1,2,0,0,0,0,15043,14509,19092,19113,19483,14523,0,5166,2963,833,812,0,1
18704,30000,2,1,2,27,0,0,2,2,2,2,10562,12873,14371,13843,15611,15221,2500,2000,0,2000,0,1000,0
13576,40000,2,2,2,26,2,2,2,2,2,2,5678,9900,9592,10433,10521,10203,4500,0,1000,400,0,2200,1
19674,50000,2,2,1,35,0,0,0,0,0,0,48658,50709,36114,23706,20166,19930,3000,2000,3005,700,1000,1000,0
7882,180000,2,1,1,42,1,-1,-1,-2,-2,-2,0,1290,0,0,1200,0,1290,0,0,1200,0,0,0
25898,360000,2,2,1,35,2,2,2,2,0,0,360996,370722,380523,372735,290210,290551,16500,16500,6,10306,10876,10323,1
9141,150000,2,1,2,28,-2,-2,-2,-2,-2,-2,9625,2099,5306,8240,1686,149,2099,5306,8240,1686,149,1760,0
14432,200000,2,2,2,27,0,0,0,0,0,0,127843,131352,130884,132142,118084,114281,6579,4734,4368,4183,4227,4066,0
26368,180000,2,2,3,48,-1,-1,-1,-1,-2,-1,860,102,851,0,346,1592,102,851,0,346,1592,1098,1
20013,200000,2,1,2,41,-1,-1,-1,-1,-1,-1,2615,9855,11162,45607,23359,25713,9855,21162,45614,23359,25713,9884,0
23489,390000,2,1,2,32,0,0,0,0,0,0,16566,20213,15204,13529,14139,14496,9076,8000,1500,1500,519,7000,0
20073,230000,2,2,2,32,0,0,0,0,0,0,17957,18063,20755,23278,24083,25145,3000,3000,3000,4000,4000,3000,0
10777,360000,1,1,2,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
6160,330000,2,2,2,40,2,2,0,0,0,0,131096,127564,130167,132754,135691,139646,0,4725,4752,5077,6366,8550,0
18187,300000,1,2,1,35,0,0,0,2,0,0,142378,146621,153217,154879,156692,154911,8000,10800,6000,6000,6000,6000,1
9977,110000,2,1,2,32,1,-1,0,0,0,-2,0,1670,11693,7903,-18,-18,1670,10200,0,0,0,0,0
1127,500000,2,1,2,35,-1,-1,-1,-1,0,-1,22369,14100,24754,21443,13892,11241,14128,24902,21479,11465,11356,66710,0
4278,360000,2,1,2,29,-1,-1,-1,-2,-2,-2,1146,2500,0,0,0,0,2500,0,0,0,0,0,1
7762,220000,1,1,2,31,-1,-1,-1,-1,-1,-1,7521,4023,5878,6452,5157,4159,4028,5892,6463,5163,4169,3733,0
24716,100000,1,2,1,38,0,0,0,0,-1,0,100600,94367,96504,22850,91081,92986,4090,4385,1850,103300,3370,3670,0
22182,200000,2,2,1,28,-2,-2,-2,-2,-2,-2,34819,165,1850,1538,165,165,165,1850,1538,165,165,165,0
11166,300000,2,2,2,32,0,0,0,0,0,0,192727,194694,188465,189094,179211,87266,8000,8001,5000,4030,4551,20000,0
12919,300000,1,1,1,39,0,0,2,-1,-1,2,27459,34405,3283,3961,24306,22644,8000,0,3961,24306,0,7651,1
16987,260000,2,1,2,30,-2,-2,-2,-2,-2,-2,893,2778,4052,977,977,452,2946,4052,977,977,452,2097,1
25131,420000,1,1,1,52,-1,-1,-1,-1,-1,-1,11097,16106,10703,14534,20631,17641,16106,10703,14540,20631,17641,11748,0
9078,320000,2,1,1,34,-1,-1,-1,-1,-1,-1,800,18873,-150,150,21565,4818,18873,0,500,21565,5000,168492,1
4597,60000,1,1,2,30,-1,-1,-1,-1,-1,-1,264,264,264,264,264,264,264,264,264,264,264,0,1
23626,90000,2,3,1,36,0,0,-1,0,0,0,79642,79001,18318,18982,19371,19608,1580,19789,1295,1000,849,1000,0
1657,150000,2,1,2,29,0,0,2,0,0,0,108817,83654,79713,64468,66488,58131,7500,0,4000,4000,4000,3500,1
28295,100000,2,2,2,30,0,0,0,0,0,0,96636,95169,97303,99339,77082,77677,3402,3663,3788,2695,2772,2903,0
9668,20000,2,2,2,48,0,0,0,2,0,0,14218,15247,16986,16418,16615,16944,1562,2301,0,610,604,779,1
25750,130000,2,3,1,43,0,0,0,0,0,0,126965,130067,129385,96775,98071,97743,6739,5540,4403,3814,3562,4021,1
208,210000,2,2,1,41,-1,-1,-1,-1,-1,-1,3088,1586,343,3763,877,0,1586,343,3763,877,0,419,1
9536,200000,1,1,2,26,-2,-2,-1,0,0,0,0,1516,11533,9463,3884,3033,1516,11533,189,1000,2050,11300,0
8636,20000,1,2,2,24,1,2,0,0,2,2,10248,10783,12291,14666,14289,17525,1000,2000,2900,0,3500,0,1
15101,80000,1,3,1,45,2,0,0,0,0,0,75222,131966,68466,68547,59339,32500,2379,6036,1763,1187,650,0,1
10695,230000,1,2,2,28,0,0,0,0,0,0,31875,31611,32411,34162,34884,35569,2000,2000,4000,2000,2000,1500,0
29863,50000,1,2,1,38,0,0,0,0,0,-2,1529,5404,3853,4768,-52,-52,1200,1200,1020,0,0,7000,1
20742,50000,1,2,1,44,2,-1,2,0,0,0,1473,2423,950,1560,1170,780,2423,0,1000,0,0,0,1
24022,60000,1,1,2,25,0,0,2,2,2,0,56918,61210,52757,29209,26403,26969,5914,17,3106,0,1104,1134,0
29772,10000,1,2,1,37,-1,4,3,2,2,2,7501,7243,6988,6730,7463,7199,0,0,0,1000,0,3000,1
10142,50000,2,1,2,23,0,0,0,0,0,0,18975,19763,21081,21432,21933,22569,1400,1649,1000,1000,1000,1200,0
13503,80000,2,1,2,39,-2,-1,-1,-1,-1,-1,-224,1357,3446,4969,0,2650,1581,3466,4969,0,2650,935,0
8545,450000,1,1,1,34,-2,-2,-2,-2,-2,-2,-9,1844,0,0,0,0,1853,0,0,0,0,0,1
26721,50000,1,2,2,26,0,0,0,0,0,0,47052,47874,40933,16603,16932,17287,1728,2856,1276,605,627,633,0
18237,60000,1,2,1,57,0,0,0,0,0,0,59617,47807,35136,34163,27197,26528,3099,3000,5005,2000,4001,3016,0
20317,150000,2,3,1,53,0,0,0,0,0,0,29076,14131,15112,13652,86575,82377,1200,1500,3795,80000,1700,0,0
14849,130000,1,2,2,27,0,0,0,0,0,0,116646,113851,110317,108099,106028,104253,5578,4000,3863,3831,4136,5385,0
10417,70000,2,1,2,25,0,0,0,0,0,0,24526,25532,25971,14859,14930,15091,1790,1229,519,687,557,546,0
13896,20000,1,2,1,50,1,2,0,0,2,0,1065,675,1285,1895,1340,950,0,1000,1000,0,0,450,1
25988,230000,2,2,1,40,0,0,0,0,0,0,44948,45198,46244,47595,38367,35098,1728,3000,3040,3012,3000,3000,0
12198,240000,2,2,1,41,1,2,0,0,0,0,137327,133724,136539,137487,141291,20143,0,6702,5000,6019,6099,14762,1
27296,180000,1,1,1,45,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
24297,80000,1,3,1,41,0,0,0,0,0,0,81070,63610,58099,52599,52519,46945,2385,5028,21595,5541,1507,3062,0
17233,10000,2,2,3,46,3,2,2,2,2,4,5997,5753,9629,9328,11411,10652,0,4000,0,2395,0,0,1
16447,20000,2,1,2,54,0,0,0,4,3,2,14034,15296,20035,19435,18835,18395,1500,5000,0,0,0,3000,1
7451,150000,2,3,2,32,0,0,0,0,0,0,113932,87187,81491,77078,66927,50881,2500,3000,2000,5000,5055,5000,1
4106,90000,2,2,2,23,-1,-1,0,0,0,0,803,16983,18644,12718,12984,13247,16983,2000,500,424,431,1000,0
26591,90000,1,2,2,34,0,0,0,0,0,0,86275,87848,88065,90032,50802,50821,4004,4000,4003,2000,2000,2000,0
349,140000,2,2,2,31,0,0,0,0,0,0,138119,137950,140254,139679,141748,142174,6600,6500,5100,5300,6000,5000,0
14211,70000,1,2,1,43,0,0,0,0,0,0,93025,95655,66404,31688,17317,6270,3664,2127,618,738,125,0,0
6178,50000,1,2,2,35,0,0,0,0,0,-1,57570,54383,49966,7825,3753,34287,2460,1140,226,555,35190,1203,1
21043,350000,1,1,1,41,0,0,0,0,0,0,24297,25299,26329,27343,27886,28470,1411,1441,1455,998,1033,1038,0
14453,50000,1,2,2,31,0,0,0,0,2,0,48548,49579,27496,20414,19978,18547,2032,1304,1500,0,868,1000,1
27843,30000,2,1,2,26,-1,2,2,2,0,0,9600,8805,10534,8240,7027,7034,0,2399,0,388,260,478,0
26004,160000,2,1,2,32,-1,-1,-1,-1,-1,-1,9441,5714,5030,3181,4998,1250,5726,5037,3182,5000,1252,749,0
6164,360000,1,2,2,31,0,0,0,0,0,0,281600,281178,265549,244053,239088,193401,14128,11208,6554,7248,7122,6144,1
12858,130000,2,2,1,45,2,-1,-1,-1,-1,-1,990,990,990,990,1130,990,990,990,990,1130,1000,9880,0
16600,10000,1,2,2,29,0,0,0,0,0,0,9073,9036,7385,7665,7817,7981,1120,1117,1127,279,289,369,0
29512,130000,1,1,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
13712,200000,1,1,1,30,2,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,1
13539,50000,2,1,2,22,0,0,0,0,0,0,49086,48614,44211,27415,26630,8551,2047,1539,633,634,433,25586,0
25555,450000,2,3,2,40,-1,0,0,-1,-1,0,10815,4603,5266,4425,15091,6341,4000,5000,4425,15091,0,2277,0
87,360000,2,1,1,45,-1,-1,2,0,-1,-1,390,1170,780,390,390,390,1170,0,0,390,390,390,1
1819,270000,2,1,1,32,-1,-1,-1,0,0,-1,23351,30960,180473,58839,21334,19080,30972,180519,1177,0,19080,133504,0
15550,360000,1,1,1,33,0,0,0,0,0,0,21936,35331,30580,34985,39585,49735,14000,5000,5000,5000,10150,60000,0
12436,280000,2,1,2,28,0,-1,-1,-1,-1,-1,7370,3395,1860,2368,3343,5110,3420,1865,2375,3353,5124,9028,1
25284,60000,2,3,1,23,2,0,0,0,0,0,60406,57491,59137,59345,29399,29339,2055,2570,1620,1020,1050,1080,0
22108,240000,2,2,1,28,2,2,2,2,2,0,191137,210333,206332,214981,194817,186895,24000,0,12014,0,5307,5001,1
25299,80000,2,1,2,24,2,0,0,0,0,0,79434,80246,80167,60201,47850,48698,3100,2650,2065,1850,1756,2100,1
25412,30000,2,1,2,24,-1,-1,0,0,0,-1,25616,27526,11458,7500,7000,5192,31348,1328,1000,7000,5192,0,0
9222,220000,1,1,1,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
1967,90000,1,2,1,29,1,1,1,0,0,0,41073,43480,73960,2442,48063,48186,3100,1000,770,48012,1756,1894,0
8007,80000,2,2,2,27,0,0,0,0,0,0,73684,68883,45257,45981,46032,46192,2896,1722,1619,1665,1700,1833,1
25544,330000,2,1,1,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
10877,300000,2,1,2,36,1,-2,-2,-1,2,-1,-78,-78,-78,1222,1072,4689,0,0,1300,0,4689,0,1
29377,290000,1,1,2,28,-2,-2,-2,-2,-2,-2,346,0,2765,6116,10462,1052,0,2765,6200,10479,1052,1481,1
20993,460000,1,1,2,44,2,2,2,2,2,2,282944,288729,295114,299739,304319,299400,12000,12500,11000,11000,0,27000,1
14452,20000,1,3,1,52,-1,-1,-1,-1,-1,-1,2912,390,780,780,780,390,390,780,780,780,390,780,0
3932,120000,2,1,2,34,0,0,0,2,2,2,105356,107588,115372,112027,119702,121650,3931,9600,0,9500,4100,0,1
26320,100000,2,2,1,35,-2,-2,-2,-2,-2,-2,3835,1891,1799,1728,6000,0,1891,1799,1728,6000,0,330,0
2491,200000,1,1,2,30,0,0,2,0,0,2,91936,94698,77034,64886,71957,66658,7500,0,1500,10000,2000,0,0
11224,200000,2,2,2,28,0,0,0,0,0,0,63314,64699,66029,66836,68390,69800,3000,3000,2500,2632,2700,3500,0
20470,140000,1,5,2,26,0,0,0,0,0,0,136013,136953,133265,82163,83238,85383,5300,6350,2900,2950,4000,3576,0
6098,50000,1,2,1,38,0,0,0,0,0,0,49695,49848,49557,49233,49068,48542,2200,2100,2000,2000,1700,1900,1
20735,120000,1,1,1,49,0,0,0,0,0,0,10105,114804,117262,117427,116637,115794,106000,5800,5700,4400,8421,0,0
9797,20000,1,3,2,40,0,0,0,0,0,0,17180,17715,18841,18989,11583,11859,1500,1500,1000,1000,1000,1000,0
7773,50000,1,2,2,42,0,0,0,0,0,0,5268,5896,6645,7009,6869,7268,1107,1246,1000,500,1000,390,0
7874,110000,2,2,1,34,0,0,0,0,0,0,18328,19385,20400,20729,21465,21740,1300,1280,600,1005,709,732,0
25465,80000,2,1,2,24,0,0,0,0,0,0,56222,52268,29402,20983,21096,22252,2000,1800,1700,759,1500,1100,0
875,20000,2,3,1,40,-1,-1,-1,-1,-1,-1,2946,0,390,390,390,390,0,390,390,390,390,780,0
7607,90000,2,2,2,25,0,0,0,0,0,0,78651,79972,81415,81878,83206,85350,3600,3805,3100,3200,4100,2500,1
20275,500000,2,2,2,50,-1,-1,-1,-1,-1,-1,10061,20587,9984,7461,8093,7342,20631,10009,7488,8129,7369,6027,0
3264,440000,2,1,1,37,-1,-1,-1,-1,-1,-1,5302,13333,686,-414,2736,12586,13333,1383,0,3150,13000,5500,0
4787,100000,2,2,2,56,0,0,2,0,0,0,97549,102864,98969,70352,68186,68538,9300,0,2500,2700,2700,2600,1
3337,80000,1,1,2,31,1,2,2,2,2,2,21004,20384,22231,21576,23229,22708,0,2500,0,2000,0,1000,1
16528,140000,1,1,2,27,0,-1,0,0,0,0,29751,143701,138062,86738,43417,37398,143713,5554,3619,3002,1940,2921,0
5897,230000,2,3,2,36,0,0,0,0,0,0,13809,13533,13200,15789,14242,15251,1533,1200,2789,1242,1251,1272,0
26169,30000,2,1,1,47,0,0,0,2,2,2,24895,26476,28047,29767,30498,29890,2000,2000,2500,1500,0,1200,1
16596,430000,1,2,2,30,-1,-1,2,0,0,0,28966,29957,29199,30267,49268,48241,5011,0,2000,20000,15000,5000,1
28092,40000,2,3,2,41,0,0,0,0,-2,-2,72892,37781,35647,0,0,0,1971,1000,0,0,0,0,1
4602,60000,1,2,2,45,0,0,0,0,0,0,59475,60423,59674,29411,27730,26638,2500,1509,1000,1000,2000,1500,0
4805,50000,1,2,1,38,0,0,0,0,0,0,22619,19055,20161,20553,18933,18855,2000,2000,1000,1000,1000,2000,0
4372,70000,2,1,2,29,0,0,0,0,0,0,66648,66638,57404,33045,30137,21832,3000,5137,968,2500,6000,5000,0
22861,140000,2,2,1,32,-1,2,2,-1,-1,0,739,739,-200,8700,1367,1367,0,0,8900,1367,0,0,1
24625,30000,1,1,2,31,-1,-1,0,0,-1,-1,6456,4390,3016,4504,5755,3560,4398,3000,3009,5767,3566,26444,1
11908,130000,2,3,1,43,3,2,2,2,2,2,19085,18491,20579,19950,21625,21129,0,2400,0,2000,0,1800,1
11846,210000,2,2,2,27,-1,-1,-1,-1,-1,-1,190,-310,1527,1901,0,2706,0,3054,2189,0,2706,0,0
20953,10000,1,3,2,37,0,0,0,0,0,0,4950,5963,6983,7993,8151,8322,1103,1123,1133,291,302,1000,1
17322,260000,2,5,1,33,0,0,-1,-1,0,0,2229,3140,2740,107139,105188,104418,1000,2740,107139,4000,4000,4696,0
11057,220000,2,1,2,27,-1,-1,-1,-1,-1,-1,3352,3352,3352,3352,3352,3352,3352,3352,3352,3352,3352,3352,1
13516,20000,2,3,2,24,1,-1,-1,-2,-2,-2,-8,4485,0,0,0,0,13148,433,0,0,0,0,1
15001,50000,2,1,2,22,0,0,0,-1,-1,-2,24763,33542,30455,2000,0,0,10000,1175,2000,0,0,0,1
20255,350000,2,1,1,52,3,2,2,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
19034,30000,2,2,1,45,0,0,0,0,0,0,30788,30395,27294,27216,26432,30692,1759,1762,1717,966,5739,1577,1
4837,290000,1,2,1,48,0,0,0,0,0,0,224662,216134,163926,97524,35353,24481,10160,7147,5041,1581,3020,10000,0
4280,80000,2,3,2,43,0,0,0,0,0,0,76594,78254,78401,49496,50562,45682,3100,3100,1669,1759,1700,3001,0
28505,50000,2,3,3,46,-1,-1,-1,-1,-1,-1,390,390,390,390,1200,1869,390,390,390,1200,1869,3610,0
23171,160000,2,2,2,39,-1,-1,-1,-1,-1,-1,2828,1473,8404,8875,8509,4630,1473,8404,8875,8509,4630,2038,0
15053,350000,1,1,2,34,1,2,0,0,2,0,334427,322808,254410,11423,8415,10230,332,81256,8441,6,8013,1006,1
12040,20000,1,2,2,49,2,0,0,0,0,0,7823,8691,9701,9894,10102,10534,1151,1161,354,367,600,600,1
10924,160000,1,2,1,52,0,0,0,-2,-2,-2,161747,164150,0,0,0,0,7350,0,0,0,0,0,1
388,80000,1,3,1,73,-1,0,0,2,2,2,63144,65631,68875,70646,72870,75018,3500,4330,3500,3500,3500,5100,1
15471,360000,1,1,2,30,0,0,0,0,0,0,194001,197032,183154,143367,135751,138659,8000,10000,5500,5000,5100,7000,0
11267,70000,2,2,1,34,2,2,2,2,2,2,16965,17398,18310,18611,18966,19403,1000,1500,900,800,900,2000,1
21782,20000,2,1,2,25,1,-1,-1,-2,-1,0,2521,17360,0,200,17976,17980,17388,0,200,17976,4,2170,1
15445,50000,1,3,2,30,0,0,0,0,-2,-2,49631,49641,50355,0,0,0,3000,2000,0,0,0,0,0
11702,130000,2,3,2,24,2,2,3,2,2,2,49583,53275,51960,49723,47120,46188,5100,0,0,4500,0,1500,1
10067,30000,2,2,1,34,2,2,0,0,0,0,30082,29315,30369,29787,30284,29057,0,1750,1025,1100,1500,1000,0
23843,250000,2,2,1,52,-2,-2,-2,-2,-2,-1,1376,4038,313,316,657,993,4038,313,316,657,993,3039,1
12920,130000,2,2,1,39,0,0,0,0,0,0,93797,91523,88331,81192,78774,77117,3339,2892,2733,2752,3159,3000,0
29628,110000,1,2,2,35,0,0,0,0,0,0,106612,110828,109937,47250,48543,47848,6100,3000,2000,2000,2000,2000,0
15999,60000,2,1,2,25,-1,2,-1,-1,-1,-1,538,269,269,269,0,1257,0,269,269,0,1526,0,1
19284,70000,2,1,1,32,0,0,0,0,0,0,70178,71312,71314,71595,70040,68927,2900,2766,3648,2700,2487,2600,1
10520,170000,2,2,1,29,-1,-1,-1,-1,0,-1,7383,23400,49771,30929,31429,14170,23518,50026,31023,20157,14233,22818,0
8284,20000,1,3,2,51,0,0,0,0,-1,-1,9953,13989,14953,14710,900,0,5000,1275,2704,3200,0,0,0
8149,30000,2,1,1,30,0,0,2,2,0,0,15199,17728,19129,18527,18758,19285,3100,2000,0,679,837,721,1
8440,130000,2,1,1,46,0,0,0,0,0,0,147582,138996,140558,90522,90917,92330,5394,4229,3211,3297,3312,3381,1
1367,260000,2,4,2,42,-1,-1,-1,-1,-1,-1,399,2101,577,0,200,0,2101,577,0,200,0,664,0
21652,10000,2,2,2,26,1,2,2,2,2,2,6220,5975,8104,7807,8329,6613,0,2400,0,615,0,539,1
26505,400000,2,2,1,49,-2,-2,-2,-2,-2,-2,389,389,389,320,14185,389,390,390,321,14255,390,390,0
792,70000,1,1,2,27,1,-1,-1,-1,-2,-1,-54,273,19,-254,-527,1096,600,19,0,0,1896,0,0
27689,50000,2,2,2,25,0,0,0,0,0,0,45688,47122,48888,37264,17486,18348,2500,3000,2000,1000,1000,1000,1
24428,130000,1,3,2,30,0,0,0,-1,-1,-1,29344,3268,6186,700,1680,0,1107,3025,707,1680,0,0,0
26128,200000,2,3,1,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
28279,280000,2,3,1,45,0,0,0,0,0,0,294995,316345,334612,262625,172344,182776,26345,24612,22625,12344,12776,11852,0
2069,30000,1,3,1,50,0,0,0,0,0,-1,28339,24232,15626,9330,4372,1419,1681,2000,0,0,1419,12000,1
14271,160000,2,1,1,40,-1,-1,-1,-1,0,-1,326,326,326,652,326,476,326,326,652,0,476,326,1
6167,30000,2,2,1,27,0,0,2,2,0,0,10011,12830,13225,12718,12829,13083,3000,901,0,465,467,485,1
9171,70000,2,2,2,30,2,0,0,2,0,0,29773,30542,33033,32203,32884,33587,1550,3000,0,1200,1250,2000,1
20773,160000,1,1,1,40,-1,-1,-1,-1,-2,-2,500,1000,1000,0,0,0,1000,1000,0,0,0,720,1
11010,180000,2,1,2,26,-1,-1,-1,-1,-1,-1,873,7233,2701,1900,45517,9451,7233,2701,1900,45517,9451,5795,0
13589,30000,2,3,1,57,0,0,0,0,0,0,17779,19097,19816,18471,16305,0,2000,1500,1000,841,0,1030,0
11148,500000,2,1,2,41,-1,-1,-1,-1,-1,-1,2345,3595,1537,360,0,785,3595,1537,363,0,785,0,1
18277,200000,1,2,1,55,0,0,0,0,0,2,184505,182475,180103,180647,76236,71415,8000,7512,8034,5600,0,2700,0
13034,180000,2,2,2,25,-1,-1,-1,-1,-1,-1,3231,12513,-628,4940,1740,390,15000,0,10000,6000,6000,1567,0
17077,100000,2,2,2,24,3,2,2,2,2,2,85016,86918,88624,89576,90614,89046,4200,4000,3300,3400,0,7000,1
10945,500000,2,1,2,41,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,1
28109,120000,2,1,2,37,2,2,2,2,2,2,744,744,744,744,1188,594,444,444,444,888,0,888,1
13787,280000,2,1,2,35,0,0,0,0,0,0,211645,213513,106539,106361,108590,110915,6445,5245,3800,3881,4069,4035,0
2279,50000,2,3,1,37,2,0,0,0,0,0,38527,39609,40352,41183,42221,42935,2000,1700,1500,1700,1568,7400,1
9704,10000,2,1,2,29,-1,-1,-1,-1,-1,-1,1727,1508,3096,3400,4522,-240,1508,3098,3400,4522,0,1000,0
1081,100000,2,2,2,29,0,0,0,0,0,0,61383,49560,40183,61820,8322,6182,1908,2000,1000,2000,3000,5000,0
19670,180000,2,2,1,41,0,0,0,0,0,0,9309,7596,9086,11477,4817,7121,1119,1609,3000,2500,5000,5000,0
3984,80000,2,1,1,30,0,0,0,0,0,2,65622,67265,67382,51958,55196,54235,3300,2100,2000,4000,0,3000,0
21189,130000,1,2,1,39,0,0,0,0,0,0,103566,105797,102729,104761,87660,92123,3969,3823,3836,3345,9116,0,1
12566,120000,1,3,1,24,0,0,0,-2,-2,-2,79172,61300,0,0,0,0,2500,0,0,0,0,0,0
10888,60000,2,2,1,57,0,0,0,0,0,0,20866,22131,22685,24938,25085,28862,2000,2000,2950,926,4600,0,0
22657,350000,2,1,2,44,2,3,2,2,2,2,309250,314607,322032,327193,333278,340791,12000,14000,12000,13000,13000,13000,1
21275,50000,1,3,2,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
17898,110000,1,1,2,27,0,0,0,0,0,0,87487,90120,93661,96185,99667,102978,5000,5000,5000,5000,5000,4000,0
16830,470000,1,1,1,38,0,0,0,0,0,0,33277,34292,38423,197773,202722,46980,1869,5000,162546,5783,1689,1977,1
14055,30000,2,2,1,51,0,0,0,0,0,0,10874,11896,12906,13162,13438,13705,1205,1215,471,488,491,508,0
26159,500000,2,1,1,35,-1,-1,-1,-1,-1,-1,3290,10881,2517,2957,889,40855,11000,2517,2957,1000,41000,170,1
18002,150000,1,2,2,39,2,0,0,0,0,0,155896,159891,164830,95000,98000,100000,5500,7103,3000,3000,2000,0,1
9933,20000,1,2,2,22,1,3,2,2,0,0,6792,6540,7278,7013,7398,8775,0,1000,0,500,1500,0,1
17663,500000,2,3,2,46,-1,0,-1,-1,0,0,24239,36674,1558,310852,301854,133761,15000,1558,310852,10000,5000,5000,0
20836,280000,1,2,2,33,-2,-2,-2,-2,-2,-2,0,2650,3294,3640,2720,7598,2650,3294,3640,2720,7598,4434,0
22459,30000,2,1,1,41,0,0,0,0,0,0,26300,27308,28425,29233,21575,22029,1450,1560,1350,1000,801,1000,0
9781,210000,1,1,1,42,-1,-1,-1,-1,-1,-1,1729,1262,6867,2271,1054,1197,1315,6867,2271,1054,1197,701,0
18064,150000,1,1,1,34,1,-1,-1,-1,-1,-1,0,347,-13,4085,4006,826,347,0,4098,4006,826,3146,0
23498,430000,2,1,2,33,0,0,0,0,0,0,345053,336467,321019,272838,206081,163130,13206,36000,30000,30000,30000,104000,0
25652,210000,2,1,2,38,0,0,0,0,0,0,13744,14565,13173,13258,8155,2838,5000,3397,3000,2000,2300,5230,0
9708,150000,1,2,2,49,0,0,0,0,0,0,151822,86002,75782,76333,77956,77553,2985,2700,5000,2823,2865,2679,1
1920,20000,1,2,1,33,0,0,0,-2,-2,-2,2508,3448,-202,-202,950,0,1000,202,0,1152,0,1000,0
15470,120000,1,2,2,40,2,2,2,2,2,2,58908,53306,50104,43957,43401,37371,1000,3000,0,5000,0,31000,1
19112,110000,2,2,1,28,0,0,0,0,0,0,20186,19678,18145,17729,17239,10231,1300,1500,1200,467,400,500,0
22648,60000,2,2,1,47,2,2,2,2,0,0,26782,29104,30027,28928,29346,29717,3400,2000,0,1500,1300,3500,1
19685,420000,2,3,2,35,0,0,0,0,0,0,65958,63715,62201,56125,49114,47563,3500,3002,2200,1700,1800,1700,0
6817,120000,2,1,2,27,-1,0,0,0,0,0,22027,51757,113157,106767,30237,-1280,35000,100000,0,0,0,2750,0
4860,640000,2,1,2,41,0,0,0,0,0,0,55645,56656,60185,59218,58963,58992,3000,5000,2300,2128,2125,2222,0
19913,30000,2,2,2,32,0,0,0,0,0,0,29480,30394,28072,28885,29287,23012,1431,1579,1402,804,732,1820,1
18251,30000,1,2,2,52,2,2,0,0,0,0,30119,28682,29058,29320,29787,27599,0,1803,1733,1200,1200,2000,1
21673,80000,2,2,2,23,2,0,0,0,0,0,71975,64153,47680,33336,24439,26187,3139,4000,3000,2000,2000,0,1
29136,130000,2,2,2,52,0,0,0,0,0,0,124007,124919,119553,116530,113962,113972,6000,5000,4214,4500,5000,4200,0
27257,150000,1,3,1,45,-2,-2,-2,-2,-2,-2,389,349,8362,882,1594,1385,350,8403,886,1602,1391,1156,0
20340,100000,2,3,1,55,-2,-2,-2,-2,-2,-2,390,390,390,390,390,390,390,390,390,390,390,390,1
13211,50000,2,2,2,23,0,0,-2,-1,-1,-2,5961,0,0,700,0,0,0,0,700,0,0,0,0
24040,50000,1,1,2,27,2,2,0,0,0,0,51042,48878,47884,29506,3672,8346,0,2354,1410,1500,4900,700,1
14653,30000,1,2,2,25,2,2,2,2,2,2,14420,15390,14846,16098,15700,16784,1500,0,1500,0,1500,0,1
16040,200000,2,2,1,31,3,2,2,2,2,2,5000,5000,5000,5000,5000,5000,0,0,0,0,0,0,1
20447,90000,1,3,2,25,1,3,2,2,2,2,25179,24496,23325,24336,24817,25338,0,0,1405,886,919,1104,1
14388,360000,2,1,2,31,-2,-2,-2,-2,-2,-2,211,70,0,1600,0,1101,70,0,1600,0,1101,0,0
8509,50000,1,2,2,24,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
8131,160000,2,1,2,37,0,0,0,0,0,0,153002,157427,158160,156314,145663,113486,7812,6700,5000,5049,3825,3570,0
27694,50000,2,1,2,25,-1,2,-1,-1,-1,-1,9040,3020,2262,2185,0,5918,0,2262,2185,0,5918,0,0
